대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202606,00263,263. 근로자회관 사거리,일일권(비회원),,기타,7,284.81,2.57,11064.78,171
202606,01380,1380.월곡역 5번출구 앞,일일권,M,30대,35,3884.77,35.01,150923.82,753
202606,00766,766. 신목동역 3번출구,정기권,M,~10대,10,1013.29,9.14,39366.21,351
202606,03690,3690. 강일역 4번출구,정기권,M,~10대,18,478.64,4.33,18629.42,167
202606,04220,4220. 신촌 청년주택,정기권,M,30대,183,13642.60,122.82,529024.14,3856
202606,04401,4401.뚝섬유수지 공영주차장,일일권,F,40대,6,819.60,7.39,31841.59,207
202606,00704,704. 남부법원검찰청 교차로,일일권,,30대,16,1092.43,9.85,42441.35,302
202606,00307,307. 서울역사박물관 앞,정기권,M,20대,52,3124.27,28.16,121329.94,942
202606,00107,107. 수협 연남동지점,정기권,F,60대,2,141.82,1.27,5509.65,90
202606,01611,1611. 과기대 입구(우),일일권(비회원),,30대,2,160.62,1.45,6240.09,68
202606,04520,4520. 대성유니드아파트,정기권,M,30대,73,3486.50,31.43,136453.70,1205
202606,00107,107. 수협 연남동지점,정기권,M,20대,145,6409.33,58.04,254644.76,3872
202606,00643,643. 동대문구민체육센터 (육교아래),일일권,F,~10대,2,250.47,2.26,9730.93,93
202606,01010,1010. 강동세무서,정기권,,40대,126,5242.86,47.25,206152.02,2028
202606,00614,614. 용두동 사거리,일일권,F,50대,2,97.54,0.88,3789.19,74
202606,00643,643. 동대문구민체육센터 (육교아래),일일권,F,50대,14,1643.15,15.07,65036.62,648
202606,04007,4007. 노원 을지대학교 병원,일일권,M,~10대,25,1404.39,12.67,54559.88,387
202606,01750,1750. 창포원 남쪽 입구,정기권,,50대,55,9451.67,85.19,367199.37,2164
202606,01503,1503. 강북구청사거리(수유역 8번출구),정기권,,20대,134,5576.89,50.22,216439.59,2248
202606,00993,993.은평뉴타운 은뜨락아파트앞,일일권(비회원),,20대,3,565.76,5.10,21979.65,166
202606,03609,3609. 언주초등학교 입구,일일권,,40대,3,79.94,0.72,3105.97,66
202606,01641,1641. 한내근린공원 남측,일일권,M,~10대,47,2464.70,22.38,96553.08,890
202606,02626,"2626.경찰병원역 1,2번 출구 사이",정기권,M,60대,37,1713.74,15.42,66578.05,508
202606,00497,497.합정동주민센터 앞,일일권(3시간),F,50대,1,48.72,0.44,1892.73,84
202606,00654,654. 전농동 텃골공원,일일권,,기타,2,130.61,1.18,5074.51,40
202606,00588,588. 뚝섬 유원지역,일일권(비회원 3시간),,기타,2,443.41,3.99,17226.44,193
202606,02036,2036. 정금마을 마을버스정류장,일일권,F,20대,10,529.31,4.77,20564.13,222
202606,04571,4571. 문래동롯데캐슬아파트,일일권,,40대,6,176.00,1.58,6837.25,56
202606,01263,1263. 장지공영차고지,정기권,,40대,28,1274.66,11.48,49520.71,277
202606,04385,4385. 용답동 우체국 주변,정기권,M,40대,248,11729.91,105.11,453245.72,3886
202606,04558,4558. 대영중고 후문,일일권,,20대,6,433.48,3.91,16840.92,148
202606,04620,4620. 삼각지역 14번 출구 앞(교통섬),정기권,,20대,76,6013.76,54.15,233633.79,2154
202606,00346,346. 맥스타일 앞,정기권,F,40대,60,3304.76,29.73,128389.02,1289
202606,01121,1121. 가양레포츠센터 앞,일일권,M,50대,8,863.05,7.78,33529.26,227
202606,04086,4086. 도봉로 534,일일권,F,~10대,3,228.90,2.06,8892.76,80
202606,04632,4632. 용산 푸르지오 파크타운 1단지 앞,일일권,,30대,2,230.19,2.08,8942.87,69
202606,00407,407. 마포구 육아종합지원센터,일일권,F,50대,8,604.54,5.46,23486.93,156
202606,01646,1646. 삼육대 입구,일일권,M,30대,1,125.56,1.13,4877.85,26
202606,04937,4937.개포래미안포레스트 126동 앞,일일권,,50대,1,64.12,0.58,2491.12,18
202606,00108,108. 서교동 사거리,일일권(비회원),,20대,5,514.97,4.64,20006.63,265
202606,01472,1472.영성빌딩(PAT),정기권,M,~10대,102,2313.20,20.79,89867.15,1276
202606,03416,3416.동묘앞역 6번출구,정기권,,50대,70,8213.86,74.01,319108.34,1979
202606,01174,1174. 강서구청사거리(부민병원),정기권,F,30대,228,7648.73,67.70,305468.78,2752
202606,02644,2644. 성내5교,일일권,M,~10대,6,486.77,4.35,18733.72,214
202606,00921,921. 신도고등학교,정기권,F,50대,8,504.83,4.55,19612.49,168
202606,00806,806. 전자랜드 본관 앞,일일권,M,50대,9,563.97,5.08,21910.17,138
202606,00108,108. 서교동 사거리,정기권,,60대,2,146.60,1.32,5695.48,73
202606,01304,1304. 만해공원,정기권,M,20대,28,1584.78,14.30,61569.76,313
202606,04418,4418. 종암동 동덕여대 제2생활관 앞,일일권,F,50대,1,59.62,0.54,2316.34,22
202606,00815,815. LIG강촌아파트 103동앞,일일권(비회원),,~10대,2,442.02,3.98,17172.69,160
202606,00835,835. 남영역 건너편,일일권(3시간),M,30대,1,41.70,0.38,1619.99,13
202606,05886,5886.신풍역 2번출구,일일권,F,50대,5,180.33,1.61,7005.60,48
202606,00748,748. 목동운동장,가족권,M,~10대,1,142.60,1.29,5540.00,43
202606,01671,1671. 인덕대학교,정기권,F,20대,42,2709.31,24.43,105254.54,678
202606,00450,450. 효자동 삼거리,정기권,,20대,44,2196.92,19.84,89558.02,842
202606,01113,1113. 서남환경공원 버스정류장,일일권,M,50대,2,98.76,0.89,3836.72,25
202606,04611,4611. 국제루터교회 앞,일일권,F,40대,3,390.16,3.52,15157.85,115
202606,02637,2637. 아시아지하보도 14번 출구,정기권,M,50대,210,10611.59,95.48,415442.78,4081
202606,04544,4544.경창시장,일일권,M,50대,4,63.90,0.57,2482.45,19
202606,03529,3529. 어린이대공원정문,일일권,F,30대,17,1147.17,10.33,44567.39,378
202606,04537,4537. 서울남부지방검찰청 후문 ,일일권(비회원),,30대,2,121.45,1.10,4718.20,39
202606,06060,6060. 신한은행 본점,일일권,F,20대,20,1463.84,13.19,56870.56,541
202606,04958,4958. 고덕래미안힐스테이트 아파트 211동,일일권,M,50대,3,114.77,0.95,4091.89,24
202606,02732,2732.마곡수명산 1-2단지 ,정기권,F,~10대,47,960.59,8.63,37317.24,417
202606,00296,296.KT플라자 영등포점,일일권(3시간),M,20대,1,84.60,0.76,3286.79,178
202606,00544,544. 광남중학교,일일권(3시간),F,40대,4,2551.32,22.99,99118.82,709
202606,01224,1224. 아시아지하보도 2번 출구,일일권,F,20대,53,4310.47,39.37,175888.71,1374
202606,06059,6059. 덕수중학교,정기권,F,20대,47,1753.05,15.83,72767.15,900
202606,05508,5508. 성산유수지공원,일일권,,기타,2,552.25,4.98,21455.04,131
202606,01962,1962. 가리봉동주민센터,일일권,,40대,5,423.81,3.82,16465.05,211
202606,04752,4752. 삼성사이버빌리지아파트,일일권(비회원),,기타,3,179.99,1.62,6992.67,46
202606,01503,1503. 강북구청사거리(수유역 8번출구),정기권,M,40대,209,10877.37,97.94,422089.20,3878
202606,02199,2199.신봉천주유소 A,일일권,M,~10대,2,68.18,0.61,2648.81,26
202606,04514,4514. 목동성당 앞,정기권,F,20대,158,4652.98,42.01,184461.97,2123
202606,04108,4108. 답십리파크자이아파트 앞,정기권,M,40대,340,11254.49,101.66,437242.72,3750
202606,00805,805. 문배어린이공원 앞,정기권,F,20대,62,2150.44,19.40,83545.46,982
202606,01044,1044. 굽은다리역,일일권,F,40대,26,2263.13,20.63,88993.70,721
202606,03010,3010.홍대입구역 3번출구,정기권,F,30대,232,11000.41,99.29,427800.16,3849
202606,01937,1937. 한진아파트 입구,일일권,M,30대,15,2081.04,18.56,80052.89,602
202606,00111,111. 상수역 2번출구 앞,일일권,M,70대이상,1,264.61,2.38,10280.00,279
202606,01163,1163. 방화동강서기동대앞,일일권,M,30대,3,120.36,1.09,4675.91,29
202606,04556,4556. 리버뷰신안인스빌1차 후문,정기권,M,50대,135,8653.62,78.04,336509.73,3437
202606,00600,600. 휘경2동 주민센터,정기권,F,50대,9,260.71,2.36,10128.16,141
202606,03511,3511. 응봉역 1번출구,일일권,M,20대,192,27007.22,243.22,1048487.35,6603
202606,01920,1920. 서울미래초등학교 사거리,일일권,,40대,10,491.26,4.43,19085.83,210
202606,05752,5752. 풍납백제문화공원 옆 인근,정기권,F,60대,34,1849.85,16.69,71866.32,2227
202606,05315,5315. 불암산역 앞,정기권,,60대,5,268.39,2.42,10426.50,58
202606,01365,1365. 선잠단지 앞,일일권,,50대,1,167.79,1.51,6518.83,48
202606,01373,1373. 성북구보건소 건너편,일일권,M,~10대,22,3214.36,28.97,124885.36,715
202606,01539,1539. 4.19민주묘지역,정기권,M,~10대,52,1538.98,14.59,62684.54,991
202606,00111,111. 상수역 2번출구 앞,일일권(비회원),,~10대,2,164.38,1.48,6385.84,128
202606,04840,4840. 서울시 북부병원 앞,일일권,,70대이상,2,84.48,0.76,3281.98,34
202606,02156,2156. 신림푸르지오아파트,정기권,M,20대,68,5994.37,54.04,232881.91,1515
202606,00630,630. 동대문구 보건소,일일권,,30대,39,2684.79,24.18,104303.66,950
202606,04464,4464. 올림픽공원 북2문 A,일일권(비회원),,30대,1,35.78,0.32,1390.00,9
202606,03517,3517. 용마사거리,일일권,,50대,2,101.83,0.92,3956.00,32
202606,01928,1928. 고척스카이돔구장 광장,정기권,M,40대,141,12026.04,108.34,467116.01,2846
202606,01742,1742. 북한산 코오롱 하늘채,일일권,F,20대,48,3299.09,29.74,128170.32,1185
202606,00413,413. 상암월드컵파크 3단지 후문,일일권,,60대,1,162.97,1.47,6331.43,49
202606,02050,2050. 노량진역 5번출구,일일권,M,30대,72,7172.44,64.58,278312.15,2007
202606,02050,2050. 노량진역 5번출구,정기권,M,60대,85,4790.55,43.20,196973.07,1786
202606,03539,3539. 서원마을,일일권,,30대,4,388.20,3.50,15081.56,109
202606,04396,4396. 마장축산물시장 서문 인근,정기권,,30대,49,2778.60,25.03,127449.77,1417
202606,02190,2190.도원맨션,일일권,F,40대,1,0.00,0.00,0.00,34
202606,00111,111. 상수역 2번출구 앞,정기권,M,20대,197,17917.16,160.79,693437.37,4689
202606,01275,1275. 거여초등학교 옆,정기권,F,50대,26,2053.65,18.53,79784.42,1102
202606,04078,4078. 원당공원 앞,일일권,,50대,3,98.89,0.88,3841.93,31
202606,03202,3202.당산롯데캐슬프레스티지,정기권,M,70대이상,8,557.47,5.02,21658.03,396
202606,00111,111. 상수역 2번출구 앞,정기권,M,60대,8,856.37,7.72,33270.06,401
202606,02648,2648.헬리오시티 112동 앞,정기권,M,60대,49,2953.77,25.97,113737.53,767
202606,00642,642. 신답역 사거리,일일권(비회원),,~10대,1,259.57,2.34,10084.19,38
202606,01248,1248. 방이초등학교,일일권,M,40대,40,2554.27,22.87,98528.29,778
202606,00858,858.녹사평역3번 출구,정기권,,40대,8,324.92,2.93,12623.14,62
202606,03006,3006. 상암월드컵파크5단지(상암중학교),정기권,M,20대,45,1775.30,15.92,68700.89,535
202606,01867,1867.대륭포스트타워6차 앞,일일권,,20대,51,2313.21,20.98,90458.50,841
202606,04108,4108. 답십리파크자이아파트 앞,정기권,F,50대,126,6530.61,57.25,247039.08,4267
202606,03629,3629. 청담사거리(신한오피스텔빌딩 앞),정기권,,30대,10,1846.65,16.65,71742.57,356
202606,03692,3692. 둔촌오륜역 1번 출구,일일권(3시간),M,40대,1,72.26,0.65,2807.31,126
202606,03575,3575. 자양사거리(서원빌딩),일일권,,기타,11,677.47,6.11,26319.37,250
202606,01684,1684. 태릉입구역 5번출구,정기권,F,40대,185,11064.58,99.89,430321.20,3954
202606,04253,4253. 홍은도담도서관,정기권,,기타,1,22.34,0.20,867.96,4
202606,02173,2173. 당곡사거리,일일권,,60대,1,66.29,0.60,2575.34,16
202606,01610,1610. 화랑대역 2번출구 앞,정기권,M,50대,165,20214.04,182.16,785316.56,4482
202606,01067,1067.한영중고앞사거리,일일권,F,40대,2,70.53,0.63,2740.00,21
202606,03623,3623. 일원에코파크 앞(개포로 방면),일일권,,30대,9,1314.19,11.84,51056.35,420
202606,02415,2415.한티역 롯데백화점 앞,정기권,M,60대,12,481.88,4.33,18720.98,199
202606,03120,3120.DMC엘가아파트 앞,정기권,,기타,16,687.23,6.19,26699.09,177
202606,00726,726. 목동3단지 시내버스정류장,정기권,M,30대,331,12215.78,110.10,477396.77,4251
202606,02189,2189. 봉천역 4번출구,정기권,M,30대,255,7844.78,70.72,324702.17,3694
202606,01027,1027. 프라자 아파트 앞,일일권(비회원),,20대,3,305.21,2.75,11857.18,114
202606,02635,2635.잠실새내역 1번출구,정기권,F,70대이상,1,19.85,0.18,771.06,11
202606,05877,5877. 문래동 꽃밭정원,정기권,F,50대,111,5685.07,51.20,220883.98,1647
202606,05881,5881. 세계청소년NGO교육문화원,일일권,M,50대,4,675.82,6.10,26255.59,148
202606,00113,113. 홍대입구역 2번출구 앞,일일권,M,기타,1,187.20,1.69,7272.74,36
202606,03804,3804. 낙성대공원,정기권,M,50대,18,1265.16,11.41,49292.66,577
202606,04023,4023. 월계역 1번 출구,일일권,,40대,1,79.55,0.72,3090.57,24
202606,00642,642. 신답역 사거리,일일권,,기타,4,389.88,3.51,15146.96,106
202606,04573,4573. 두산위브아파트,일일권,F,20대,3,693.29,6.26,26934.10,169
202606,00648,648. 장안동위더스빌옆,일일권(3시간),F,30대,4,502.10,4.52,19506.59,210
202606,00800,800. 목월공원 앞,일일권,F,30대,32,4109.29,37.02,159646.81,1343
202606,03101,3101. 서대문구청,정기권,F,50대,28,3262.85,29.47,127018.57,922
202606,00612,612. 시립동부병원 앞 사거리,일일권,F,~10대,5,189.30,1.71,7354.30,85
202606,04625,4625. 용산공원갤러리앞,정기권,,50대,5,493.62,4.45,19177.14,133
202606,00113,113. 홍대입구역 2번출구 앞,일일권(비회원),,20대,6,381.48,3.44,14820.75,123
202606,04304,4304. 서울고앞,정기권,F,30대,8,293.10,2.65,11386.77,543
202606,01625,1625. 상계역 3번출구,정기권,F,20대,107,5931.26,53.51,236521.30,1786
202606,02266,2266. 서초역 3번출구,일일권(비회원),,~10대,1,36.04,0.32,1400.00,9
202606,01616,1616. 하계2동 공항버스정류장 옆,정기권,M,~10대,32,522.68,4.72,20989.00,215
202606,01352,1352. e 편한세상 보문아파트 내,일일권,M,20대,8,488.32,4.39,18971.05,266
202606,00769,769.CBS방송국 앞,정기권,,60대,64,3440.86,31.03,142912.83,1917
202606,04609,4609. 파크타워 104동 앞,일일권,M,20대,13,1639.58,14.30,61660.35,492
202606,01187,1187. 강서수산물도매시장,정기권,M,50대,132,4867.87,43.88,190771.95,1237
202606,02392,2392. 구룡산 입구 (구룡산 서울둘레길 입구),정기권,M,60대,18,1142.67,10.30,44392.47,270
202606,04598,4598. 오목교 동측 지하보도,정기권,M,70대이상,23,916.18,8.25,35594.41,296
202606,02657,2657.송파 파인타운 11단지 ,정기권,F,60대,34,1245.61,11.24,48392.37,1189
202606,02384,2384. 자곡사거리,정기권,F,50대,11,1095.17,9.87,42547.40,360
202606,04346,4346.장학재단빌딩 앞,일일권(3시간),F,30대,1,27.84,0.25,1081.50,10
202606,03516,3516. 구의아리수정수센터앞,일일권,F,40대,25,1340.56,12.07,59979.32,404
202606,05513,5513. 마포음식문화거리,일일권,M,40대,42,5782.57,52.12,224652.49,1737
202606,00363,363. 신설동역 11번출구 뒤,일일권(3시간),F,~10대,2,399.39,3.60,15516.30,80
202606,01930,1930. 개봉지구대 개봉치안센터,정기권,,~10대,3,89.15,0.81,3463.13,16
202606,04685,4685. DMC역 5번 출구(수색역 방향),정기권,,기타,6,200.63,1.82,7794.69,189
202606,03207,3207.양남사거리1,정기권,M,30대,231,12681.23,104.47,450509.62,3379
202606,00113,113. 홍대입구역 2번출구 앞,정기권,M,30대,711,31022.63,278.80,1204559.90,14916
202606,04304,4304. 서울고앞,일일권,,50대,2,110.81,0.99,4304.80,30
202606,01111,1111. 마곡엠밸리6_7단지 마곡중학교,일일권,M,20대,41,1411.74,12.71,54845.08,574
202606,01157,1157. 강서구청,일일권(비회원),,30대,1,29.55,0.27,1148.09,8
202606,05870,5870. LG트윈타워 앞,일일권,M,30대,97,8802.41,79.36,341972.81,3013
202606,00818,818. 숙명여대 입구 교차로,정기권,F,40대,33,1326.96,11.96,51552.90,494
202606,02501,2501. 서초 포레스타5단지,정기권,,40대,30,1788.61,16.16,74282.84,434
202606,04062,4062. 평화도봉공원 주변,일일권,,20대,25,2271.50,20.45,88248.34,615
202606,01546,1546. 송천동우체국,일일권,,50대,1,18.09,0.16,702.75,18
202606,05153,5153.한강버스 뚝섬 선착장,일일권,F,30대,227,31862.13,289.32,1255312.96,9152
202606,01468,1468.먹골역 7번 출구,정기권,M,30대,72,5971.16,53.81,231980.27,2487
202606,00421,421. 마포구청 앞,가족권,M,~10대,3,345.17,3.12,13410.00,98
202606,04411,4411. 동산어린이공원 앞,정기권,,60대,5,594.73,5.37,23105.59,257
202606,01692,1692. 온곡초교 교차로,정기권,M,~10대,100,4603.09,38.98,168018.11,1909
202606,00114,114. 홍대입구역 8번출구 앞,일일권,F,30대,36,4316.15,39.17,168841.49,1264
202606,01998,1998. 고척교 교차로,일일권(3시간),M,20대,1,136.68,1.23,5310.00,31
202606,00543,543. 구의공원(테크노마트 앞),정기권,F,~10대,35,870.69,7.88,34251.97,325
202606,04096,4096.창동역2번출구 하나은행365 앞,정기권,F,20대,115,3656.05,32.94,142037.98,1028
202606,02319,2319. 포스코사거리 서측(수협 삼성동 지점),정기권,,20대,21,2060.05,18.56,80033.27,778
202606,03508,3508. 화양사거리,일일권,,40대,6,308.76,2.78,11995.23,92
202606,00473,473.을지로4가역 9번출구,일일권(비회원),,기타,17,1550.74,14.00,60246.28,709
202606,00114,114. 홍대입구역 8번출구 앞,일일권,M,50대,5,326.73,2.95,12693.35,136
202606,05086,5086. 가양테크노타운,일일권,F,~10대,10,735.64,6.63,28579.68,202
202606,04340,4340. 방배래미안아트힐아파트 앞,일일권(비회원),,50대,2,50.14,0.45,4060.93,19
202606,04565,4565. 영등포 신세계백화점,일일권,F,70대이상,1,20.73,0.19,805.29,9
202606,04957,4957. 신명초교 교차로,정기권,F,기타,3,62.35,0.57,2422.62,20
202606,04905,4905. 강남경찰서,정기권,F,70대이상,2,155.97,1.41,6059.46,112
202606,05866,5866.포레나 당산,일일권,F,40대,7,272.10,2.45,10571.01,172
202606,03586,3586.군자역 비채온 오피스텔,정기권,,30대,119,9116.01,82.14,354155.77,2561
202606,01758,1758.솔밭공원역 1번출구 주변,정기권,,20대,42,3576.25,32.26,138937.18,778
202606,00827,827. 국군복지단,일일권,F,40대,1,44.92,0.40,1745.26,9
202606,00515,515. 광양중학교 앞,일일권,F,~10대,1,22.39,0.24,1028.23,6
202606,00114,114. 홍대입구역 8번출구 앞,일일권(비회원),,~10대,3,619.69,5.59,24075.24,173
202606,01925,1925. 동양미래대학교 정문 옆,정기권,,기타,49,3131.87,28.23,124599.97,717
202606,02349,2349. 역삼빌딩 앞(하나은행 옆),일일권,F,40대,5,285.31,2.58,11084.80,93
